Match_ID,Team1,Team2,Venue,Team1_Runs,Team2_Runs,Match_Winner,Toss_Winner,Toss_Decision,Key_Performance_Metric
417,PAK,SA,Cape Town,362,321,Team2,Team1,Bat,44
418,NZ,ENG,Mumbai,378,333,Team1,Team1,Bowl,9
419,PAK,ENG,Mumbai,397,284,Team2,Team2,Bowl,21
420,IND,SA,Cape Town,328,216,Team1,Team2,Bat,22
421,NZ,NZ,Lord's,232,391,Team1,Team1,Bat,38
422,NZ,SA,Mumbai,304,232,Team2,Team2,Bat,93
423,AUS,NZ,Sydney,357,316,Team2,Team2,Bat,78
424,ENG,IND,Cape Town,394,260,Team1,Team1,Bowl,9
425,ENG,NZ,Karachi,383,257,Team2,Team1,Bowl,94
426,PAK,PAK,Mumbai,241,262,Team1,Team2,Bowl,50
427,NZ,IND,Sydney,271,274,Team1,Team2,Bowl,36
428,SA,SA,Lord's,229,314,Team1,Team1,Bowl,84
429,PAK,SA,Mumbai,236,370,Team2,Team2,Bowl,40
430,IND,NZ,Lord's,298,274,Team2,Team2,Bowl,49
431,AUS,IND,Sydney,387,358,Team1,Team2,Bat,16
432,AUS,NZ,Lord's,205,346,Team1,Team1,Bat,51
433,ENG,NZ,Mumbai,344,298,Team2,Team1,Bowl,35
434,IND,AUS,Lord's,200,354,Team2,Team2,Bat,72
435,NZ,SA,Cape Town,307,363,Team1,Team1,Bowl,42
436,PAK,IND,Cape Town,256,396,Team1,Team2,Bat,15
437,SA,AUS,Sydney,222,362,Team2,Team2,Bowl,81
438,IND,AUS,Mumbai,358,220,Team2,Team2,Bowl,27
439,AUS,NZ,Karachi,302,342,Team1,Team2,Bowl,37
440,ENG,PAK,Lord's,208,380,Team1,Team1,Bat,37
441,SA,AUS,Karachi,331,331,Team2,Team1,Bowl,84
442,SA,SA,Cape Town,326,226,Team2,Team2,Bat,10
443,SA,PAK,Sydney,383,320,Team1,Team2,Bowl,12
444,SA,SA,Mumbai,388,383,Team1,Team1,Bowl,5
445,ENG,IND,Mumbai,333,206,Team1,Team1,Bat,77
446,ENG,NZ,Mumbai,279,374,Team1,Team1,Bowl,71
447,ENG,PAK,Sydney,332,227,Team1,Team2,Bat,65
448,NZ,AUS,Sydney,382,223,Team2,Team2,Bat,9
449,AUS,AUS,Mumbai,223,387,Team1,Team2,Bat,97
450,SA,NZ,Cape Town,206,286,Team1,Team2,Bat,96
451,ENG,NZ,Lord's,310,216,Team2,Team1,Bat,13
452,SA,SA,Sydney,288,256,Team2,Team1,Bowl,90
453,NZ,SA,Cape Town,290,337,Team1,Team2,Bowl,62
454,AUS,IND,Mumbai,254,367,Team2,Team2,Bowl,51
455,NZ,ENG,Sydney,258,394,Team2,Team2,Bowl,34
456,PAK,ENG,Mumbai,255,264,Team1,Team1,Bowl,90
457,IND,SA,Mumbai,383,366,Team1,Team2,Bat,30
458,SA,ENG,Sydney,276,368,Team2,Team2,Bowl,86
459,NZ,NZ,Lord's,294,239,Team1,Team1,Bowl,30
460,SA,AUS,Sydney,260,284,Team1,Team2,Bowl,25
461,NZ,AUS,Karachi,223,261,Team1,Team1,Bowl,45
462,PAK,NZ,Mumbai,324,333,Team2,Team2,Bowl,12
463,IND,ENG,Cape Town,312,276,Team1,Team2,Bat,58
464,SA,PAK,Mumbai,222,283,Team1,Team2,Bowl,81
465,SA,NZ,Cape Town,200,252,Team1,Team2,Bowl,6
466,ENG,SA,Karachi,312,294,Team1,Team2,Bat,43
467,ENG,NZ,Cape Town,365,352,Team1,Team1,Bowl,21
468,IND,IND,Sydney,240,283,Team1,Team2,Bowl,49
469,PAK,SA,Lord's,290,278,Team1,Team1,Bowl,37
470,PAK,AUS,Mumbai,344,281,Team2,Team2,Bat,52
471,ENG,ENG,Cape Town,309,314,Team1,Team2,Bat,33
472,SA,NZ,Mumbai,327,226,Team2,Team1,Bowl,1
473,ENG,PAK,Mumbai,299,318,Team1,Team2,Bat,86
474,ENG,IND,Lord's,386,389,Team1,Team2,Bat,55
475,NZ,SA,Lord's,345,391,Team1,Team2,Bowl,82
476,SA,AUS,Karachi,348,388,Team1,Team2,Bowl,59
477,IND,NZ,Lord's,354,288,Team1,Team1,Bat,20
478,NZ,ENG,Cape Town,363,364,Team1,Team1,Bat,59
479,IND,ENG,Karachi,257,367,Team2,Team1,Bowl,11
480,ENG,ENG,Lord's,259,310,Team2,Team1,Bowl,96
481,SA,PAK,Cape Town,273,237,Team1,Team1,Bat,17
482,AUS,ENG,Mumbai,377,271,Team1,Team1,Bowl,4
483,ENG,ENG,Karachi,284,313,Team1,Team1,Bat,42
484,ENG,ENG,Lord's,200,380,Team1,Team2,Bat,22
485,ENG,NZ,Cape Town,252,361,Team2,Team2,Bowl,19
486,IND,NZ,Cape Town,281,395,Team1,Team1,Bowl,65
487,AUS,NZ,Sydney,367,320,Team1,Team1,Bowl,29
488,PAK,SA,Lord's,255,353,Team2,Team1,Bat,81
489,PAK,PAK,Sydney,295,244,Team2,Team2,Bat,55
490,AUS,NZ,Cape Town,256,394,Team2,Team2,Bat,48
491,PAK,PAK,Mumbai,339,260,Team2,Team2,Bat,85
492,SA,PAK,Sydney,313,277,Team2,Team1,Bowl,2
493,ENG,SA,Mumbai,389,262,Team2,Team2,Bowl,78
494,AUS,AUS,Lord's,298,236,Team1,Team1,Bat,30
495,ENG,SA,Karachi,256,350,Team1,Team1,Bat,22
496,SA,NZ,Cape Town,300,342,Team1,Team1,Bowl,70
497,PAK,SA,Mumbai,369,300,Team1,Team2,Bat,13
498,PAK,IND,Sydney,239,378,Team1,Team1,Bat,71
499,AUS,SA,Mumbai,349,367,Team2,Team1,Bat,28
500,NZ,AUS,Lord's,293,218,Team1,Team2,Bowl,27
501,ENG,PAK,Lord's,343,276,Team2,Team2,Bowl,20
502,PAK,AUS,Cape Town,333,237,Team1,Team1,Bowl,84
503,PAK,ENG,Mumbai,398,282,Team2,Team2,Bat,59
504,SA,PAK,Karachi,355,390,Team1,Team2,Bowl,27
505,ENG,IND,Sydney,397,336,Team1,Team2,Bat,21
506,AUS,AUS,Cape Town,219,231,Team1,Team1,Bowl,47
507,NZ,AUS,Lord's,252,278,Team2,Team2,Bowl,62
508,ENG,IND,Lord's,341,291,Team2,Team2,Bowl,3
509,NZ,NZ,Cape Town,308,262,Team1,Team2,Bowl,90
510,IND,IND,Sydney,293,234,Team1,Team1,Bat,46
511,ENG,NZ,Lord's,284,395,Team1,Team1,Bat,52
512,PAK,SA,Sydney,300,392,Team2,Team2,Bat,25
513,IND,SA,Sydney,359,323,Team2,Team2,Bat,52
514,IND,PAK,Lord's,246,228,Team1,Team2,Bat,9
515,ENG,ENG,Mumbai,356,302,Team1,Team2,Bat,87
516,ENG,SA,Cape Town,200,244,Team1,Team1,Bat,41
517,PAK,NZ,Cape Town,265,291,Team1,Team2,Bowl,24
518,SA,SA,Karachi,321,377,Team2,Team2,Bat,55
519,IND,NZ,Sydney,346,385,Team2,Team2,Bowl,96
520,IND,PAK,Mumbai,279,312,Team1,Team1,Bat,35
521,SA,SA,Lord's,237,370,Team1,Team2,Bat,37
522,SA,PAK,Mumbai,308,371,Team1,Team2,Bat,62
523,NZ,ENG,Lord's,341,338,Team1,Team1,Bat,28
524,IND,NZ,Mumbai,363,251,Team2,Team2,Bowl,76
525,NZ,SA,Cape Town,329,269,Team1,Team1,Bat,37
526,ENG,NZ,Sydney,228,365,Team1,Team1,Bowl,75
527,IND,NZ,Lord's,262,205,Team2,Team1,Bowl,75
528,PAK,ENG,Mumbai,249,264,Team2,Team2,Bat,55
529,NZ,IND,Mumbai,309,270,Team2,Team2,Bowl,59
530,ENG,NZ,Mumbai,316,320,Team2,Team2,Bat,63
531,SA,IND,Mumbai,340,321,Team1,Team2,Bat,36
532,AUS,IND,Mumbai,287,248,Team1,Team2,Bowl,49
533,NZ,ENG,Karachi,299,338,Team2,Team1,Bowl,60
534,PAK,SA,Mumbai,238,269,Team2,Team2,Bowl,24
535,ENG,NZ,Lord's,203,355,Team2,Team1,Bat,0
536,ENG,SA,Cape Town,398,328,Team2,Team1,Bowl,73
537,ENG,ENG,Lord's,206,287,Team1,Team2,Bat,22
538,PAK,NZ,Karachi,354,307,Team1,Team2,Bat,79
539,PAK,AUS,Mumbai,291,243,Team1,Team1,Bowl,46
540,NZ,SA,Karachi,221,271,Team1,Team2,Bowl,72
541,AUS,ENG,Karachi,357,229,Team1,Team2,Bat,22
542,NZ,AUS,Mumbai,274,394,Team2,Team2,Bowl,64
543,PAK,SA,Cape Town,307,375,Team1,Team2,Bat,84
544,PAK,PAK,Cape Town,355,294,Team1,Team2,Bat,69
545,PAK,NZ,Karachi,360,203,Team1,Team1,Bowl,68
546,SA,PAK,Lord's,361,218,Team1,Team2,Bowl,56
547,NZ,AUS,Karachi,276,206,Team2,Team1,Bowl,94
548,SA,NZ,Cape Town,292,384,Team2,Team1,Bat,65
549,ENG,ENG,Lord's,233,343,Team1,Team1,Bat,62
550,PAK,NZ,Karachi,369,267,Team1,Team2,Bat,96
551,ENG,AUS,Sydney,237,316,Team2,Team2,Bat,96
552,AUS,IND,Sydney,386,288,Team1,Team1,Bowl,79
553,SA,SA,Sydney,228,341,Team2,Team2,Bat,92
554,IND,PAK,Karachi,264,233,Team1,Team2,Bowl,9
555,NZ,PAK,Cape Town,283,203,Team1,Team2,Bowl,74
556,SA,NZ,Lord's,242,201,Team1,Team2,Bat,52
557,ENG,SA,Cape Town,386,294,Team1,Team1,Bowl,6
558,ENG,NZ,Sydney,281,377,Team1,Team2,Bat,51
559,NZ,IND,Mumbai,362,301,Team2,Team2,Bowl,39
560,PAK,NZ,Sydney,303,221,Team2,Team1,Bowl,90
561,PAK,ENG,Mumbai,306,388,Team2,Team1,Bowl,67
562,SA,AUS,Lord's,250,262,Team2,Team1,Bowl,43
563,NZ,SA,Mumbai,310,329,Team1,Team2,Bat,10
564,NZ,ENG,Karachi,389,278,Team1,Team1,Bowl,75
565,IND,ENG,Cape Town,291,239,Team2,Team1,Bowl,5
566,IND,NZ,Karachi,386,286,Team2,Team1,Bat,1
567,ENG,PAK,Mumbai,277,366,Team1,Team1,Bat,0
568,PAK,ENG,Lord's,302,389,Team2,Team1,Bat,40
569,PAK,SA,Sydney,202,361,Team1,Team1,Bat,38
570,ENG,ENG,Sydney,309,243,Team1,Team2,Bat,7
571,SA,NZ,Lord's,353,271,Team2,Team1,Bat,41
572,AUS,NZ,Lord's,308,238,Team1,Team1,Bowl,56
573,NZ,NZ,Cape Town,384,291,Team2,Team2,Bowl,44
574,IND,ENG,Cape Town,210,344,Team2,Team1,Bat,67
575,IND,SA,Sydney,289,203,Team1,Team2,Bat,91
576,SA,PAK,Cape Town,351,323,Team2,Team1,Bat,72
577,AUS,NZ,Lord's,357,255,Team1,Team1,Bat,52
578,IND,NZ,Karachi,251,205,Team2,Team2,Bowl,15
579,ENG,IND,Mumbai,303,284,Team2,Team1,Bat,18
580,ENG,AUS,Lord's,253,324,Team2,Team2,Bowl,71
581,ENG,AUS,Karachi,370,335,Team1,Team2,Bat,43
582,IND,PAK,Cape Town,390,346,Team1,Team2,Bat,40
583,IND,IND,Cape Town,223,373,Team1,Team1,Bat,19
584,SA,ENG,Mumbai,335,212,Team2,Team1,Bowl,92
585,AUS,ENG,Lord's,332,382,Team1,Team2,Bowl,88
586,AUS,SA,Lord's,354,310,Team2,Team1,Bat,72
587,AUS,ENG,Karachi,373,311,Team1,Team2,Bowl,2
588,ENG,AUS,Karachi,218,235,Team1,Team2,Bat,36
589,NZ,SA,Mumbai,233,204,Team2,Team2,Bowl,29
590,ENG,NZ,Karachi,250,230,Team2,Team1,Bowl,92
591,SA,AUS,Mumbai,278,252,Team2,Team1,Bat,40
592,NZ,SA,Mumbai,312,329,Team1,Team1,Bowl,35
593,NZ,AUS,Lord's,302,354,Team2,Team2,Bat,23
594,PAK,IND,Lord's,323,247,Team2,Team1,Bowl,56
595,IND,NZ,Karachi,328,216,Team2,Team2,Bowl,84
596,NZ,AUS,Lord's,280,317,Team2,Team1,Bowl,35
597,NZ,AUS,Cape Town,397,328,Team2,Team1,Bat,36
598,PAK,SA,Mumbai,256,302,Team2,Team1,Bowl,54
599,PAK,PAK,Mumbai,365,257,Team1,Team2,Bowl,33
600,SA,PAK,Karachi,358,248,Team1,Team1,Bat,66
601,IND,SA,Lord's,333,253,Team1,Team1,Bat,94
602,NZ,AUS,Lord's,373,387,Team1,Team2,Bat,69
603,ENG,SA,Lord's,255,318,Team2,Team1,Bowl,60
604,PAK,ENG,Cape Town,382,323,Team1,Team1,Bat,26
605,SA,NZ,Karachi,338,389,Team1,Team2,Bowl,39
606,IND,SA,Sydney,276,327,Team2,Team1,Bat,88
607,IND,AUS,Lord's,366,362,Team2,Team1,Bat,43
608,PAK,ENG,Karachi,216,281,Team1,Team2,Bowl,17
609,AUS,SA,Sydney,394,394,Team1,Team1,Bowl,90
610,PAK,PAK,Lord's,377,236,Team1,Team1,Bowl,83
611,AUS,AUS,Lord's,337,201,Team2,Team2,Bowl,77
612,ENG,IND,Sydney,213,290,Team2,Team2,Bowl,83
613,PAK,NZ,Sydney,267,301,Team1,Team2,Bat,10
614,ENG,AUS,Sydney,359,255,Team1,Team2,Bat,28
615,ENG,SA,Lord's,392,361,Team2,Team2,Bat,92
616,IND,IND,Mumbai,330,391,Team2,Team2,Bowl,93
617,ENG,PAK,Sydney,366,388,Team1,Team1,Bat,24
618,IND,PAK,Sydney,208,332,Team2,Team1,Bat,27
619,SA,PAK,Cape Town,306,256,Team1,Team1,Bowl,95
620,AUS,PAK,Cape Town,274,294,Team1,Team2,Bat,73
621,PAK,IND,Mumbai,327,224,Team1,Team1,Bowl,99
622,ENG,PAK,Mumbai,373,287,Team1,Team1,Bat,16
623,AUS,AUS,Sydney,255,234,Team1,Team1,Bat,66
624,PAK,AUS,Lord's,257,269,Team1,Team1,Bowl,55
625,AUS,SA,Karachi,368,343,Team1,Team2,Bowl,69
626,ENG,NZ,Mumbai,316,283,Team1,Team2,Bowl,87
627,ENG,AUS,Sydney,313,274,Team2,Team1,Bat,14
628,AUS,PAK,Mumbai,326,305,Team1,Team2,Bat,95
629,NZ,PAK,Karachi,263,305,Team2,Team2,Bowl,43
630,PAK,NZ,Sydney,385,247,Team1,Team2,Bat,15
631,NZ,SA,Mumbai,328,294,Team1,Team1,Bowl,74
632,SA,ENG,Mumbai,290,376,Team2,Team1,Bat,3
633,PAK,IND,Lord's,234,321,Team1,Team2,Bat,58
634,ENG,PAK,Sydney,201,368,Team2,Team1,Bat,88
635,IND,IND,Lord's,325,245,Team1,Team1,Bat,81
636,IND,PAK,Sydney,345,386,Team1,Team1,Bat,71
637,IND,SA,Mumbai,335,315,Team1,Team1,Bowl,24
638,ENG,SA,Mumbai,365,335,Team1,Team2,Bat,99
639,AUS,ENG,Cape Town,213,359,Team1,Team2,Bat,82
640,AUS,PAK,Cape Town,332,275,Team2,Team1,Bat,62
641,NZ,AUS,Cape Town,336,399,Team2,Team1,Bat,80
642,PAK,SA,Cape Town,240,223,Team1,Team1,Bowl,31
643,AUS,NZ,Lord's,210,283,Team2,Team2,Bowl,67
644,ENG,IND,Lord's,253,248,Team2,Team1,Bat,10
645,SA,IND,Mumbai,377,335,Team1,Team2,Bat,78
646,PAK,AUS,Cape Town,221,333,Team1,Team1,Bat,22
647,IND,IND,Sydney,373,275,Team2,Team2,Bowl,14
648,NZ,AUS,Cape Town,378,223,Team2,Team1,Bowl,4
649,NZ,SA,Mumbai,356,332,Team1,Team2,Bowl,73
650,ENG,ENG,Lord's,360,259,Team2,Team2,Bowl,1
651,SA,NZ,Karachi,209,346,Team1,Team2,Bat,42
652,NZ,ENG,Mumbai,386,250,Team1,Team2,Bat,72
653,NZ,SA,Lord's,295,346,Team2,Team2,Bowl,93
654,NZ,NZ,Karachi,331,218,Team2,Team2,Bat,63
655,ENG,AUS,Sydney,294,328,Team2,Team1,Bat,33
656,SA,IND,Sydney,375,248,Team2,Team2,Bowl,9
657,SA,ENG,Cape Town,310,251,Team2,Team2,Bowl,13
658,IND,NZ,Karachi,288,388,Team1,Team1,Bat,58
659,ENG,PAK,Sydney,347,379,Team1,Team1,Bowl,72
660,PAK,IND,Sydney,320,315,Team2,Team2,Bowl,97
661,AUS,SA,Sydney,313,342,Team1,Team2,Bowl,45
662,SA,NZ,Lord's,263,217,Team2,Team1,Bat,91
663,IND,PAK,Lord's,369,261,Team2,Team1,Bowl,19
664,ENG,NZ,Cape Town,390,282,Team2,Team2,Bat,15
665,NZ,NZ,Sydney,381,394,Team2,Team2,Bat,90
666,ENG,PAK,Cape Town,284,253,Team1,Team1,Bowl,92
667,AUS,IND,Lord's,207,261,Team2,Team2,Bowl,39
668,PAK,NZ,Mumbai,315,393,Team2,Team1,Bowl,22
669,IND,IND,Cape Town,365,235,Team1,Team2,Bat,63
670,ENG,IND,Lord's,257,281,Team2,Team2,Bowl,41
671,AUS,SA,Lord's,327,298,Team2,Team1,Bat,88
672,ENG,NZ,Sydney,312,324,Team2,Team2,Bowl,71
673,ENG,IND,Cape Town,236,304,Team1,Team2,Bowl,9
674,IND,ENG,Karachi,363,346,Team2,Team2,Bat,27
675,NZ,SA,Cape Town,384,212,Team1,Team2,Bowl,56
676,ENG,ENG,Mumbai,244,258,Team1,Team1,Bowl,46
677,NZ,ENG,Karachi,271,347,Team2,Team2,Bowl,24
678,IND,SA,Mumbai,315,385,Team1,Team2,Bat,67
679,AUS,IND,Mumbai,266,281,Team1,Team2,Bat,36
680,PAK,PAK,Mumbai,262,238,Team2,Team1,Bat,96
681,IND,AUS,Cape Town,316,253,Team2,Team2,Bat,26
682,SA,ENG,Sydney,277,398,Team1,Team1,Bat,29
683,ENG,NZ,Mumbai,359,289,Team2,Team2,Bat,39
684,PAK,NZ,Sydney,373,259,Team2,Team2,Bat,6
685,SA,PAK,Mumbai,297,347,Team2,Team1,Bowl,13
686,AUS,NZ,Cape Town,205,203,Team1,Team2,Bowl,14
687,SA,AUS,Sydney,369,284,Team1,Team2,Bat,22
688,AUS,PAK,Mumbai,368,387,Team2,Team1,Bat,8
689,IND,AUS,Cape Town,229,382,Team1,Team1,Bowl,32
690,ENG,NZ,Cape Town,239,284,Team2,Team1,Bat,48
691,PAK,IND,Sydney,396,224,Team2,Team2,Bowl,6
692,IND,SA,Sydney,336,251,Team2,Team2,Bowl,39
693,AUS,IND,Lord's,203,293,Team2,Team1,Bat,67
694,SA,IND,Lord's,250,244,Team1,Team2,Bat,26
695,IND,SA,Lord's,209,220,Team2,Team1,Bat,8
696,ENG,AUS,Lord's,250,262,Team2,Team2,Bowl,39
697,ENG,NZ,Karachi,253,230,Team1,Team1,Bat,40
698,PAK,ENG,Sydney,203,254,Team1,Team2,Bat,78
699,AUS,ENG,Mumbai,218,209,Team1,Team1,Bowl,62
700,IND,ENG,Sydney,279,275,Team1,Team1,Bowl,81
701,PAK,AUS,Karachi,276,380,Team2,Team2,Bowl,60
702,SA,SA,Karachi,204,380,Team2,Team1,Bat,7
703,ENG,AUS,Karachi,344,260,Team1,Team2,Bowl,78
704,AUS,IND,Mumbai,278,325,Team2,Team1,Bat,94
705,AUS,SA,Lord's,317,213,Team1,Team2,Bowl,19
706,PAK,SA,Karachi,310,201,Team2,Team1,Bat,2
707,AUS,ENG,Sydney,338,332,Team2,Team1,Bowl,18
708,PAK,PAK,Karachi,392,324,Team1,Team2,Bowl,89
709,AUS,PAK,Mumbai,369,393,Team1,Team1,Bat,21
710,AUS,PAK,Karachi,222,331,Team2,Team2,Bat,35
711,IND,SA,Mumbai,202,294,Team1,Team2,Bat,83
712,PAK,AUS,Lord's,244,210,Team1,Team1,Bat,69
713,PAK,IND,Sydney,373,320,Team1,Team1,Bowl,11
714,SA,SA,Sydney,393,204,Team1,Team2,Bat,59
715,AUS,ENG,Sydney,289,299,Team2,Team2,Bowl,8
716,PAK,AUS,Mumbai,370,380,Team2,Team2,Bowl,24
717,AUS,NZ,Lord's,285,286,Team1,Team2,Bat,61
718,SA,PAK,Lord's,212,236,Team1,Team2,Bat,14
719,ENG,PAK,Karachi,393,273,Team2,Team2,Bowl,82
720,PAK,SA,Cape Town,347,297,Team1,Team2,Bat,94
721,AUS,PAK,Lord's,224,321,Team2,Team1,Bat,7
722,ENG,IND,Sydney,331,271,Team1,Team2,Bowl,93
723,IND,PAK,Lord's,356,316,Team1,Team1,Bat,30
724,SA,IND,Sydney,315,265,Team1,Team1,Bat,27
725,NZ,PAK,Sydney,397,308,Team1,Team2,Bowl,61
726,PAK,IND,Lord's,295,375,Team1,Team2,Bowl,79
727,IND,ENG,Cape Town,327,226,Team1,Team2,Bat,24
728,SA,AUS,Cape Town,314,236,Team1,Team1,Bowl,92
729,IND,IND,Mumbai,217,296,Team2,Team1,Bowl,45
730,SA,PAK,Lord's,319,339,Team2,Team2,Bowl,13
731,NZ,ENG,Karachi,320,336,Team1,Team2,Bowl,28
732,IND,NZ,Lord's,355,399,Team1,Team2,Bowl,39
733,ENG,SA,Cape Town,253,297,Team2,Team2,Bowl,2
734,AUS,AUS,Karachi,299,340,Team1,Team2,Bat,33
735,NZ,IND,Lord's,371,212,Team1,Team1,Bowl,16
736,SA,PAK,Cape Town,206,295,Team1,Team2,Bat,12
737,ENG,AUS,Sydney,391,375,Team1,Team1,Bat,58
738,AUS,PAK,Mumbai,315,200,Team1,Team2,Bowl,80
739,AUS,ENG,Karachi,399,266,Team2,Team2,Bowl,68
740,ENG,IND,Cape Town,290,238,Team1,Team2,Bowl,74
741,SA,SA,Karachi,301,289,Team1,Team1,Bat,15
742,AUS,IND,Cape Town,354,306,Team2,Team1,Bat,40
743,SA,ENG,Mumbai,216,390,Team2,Team2,Bowl,67
744,IND,ENG,Mumbai,391,282,Team2,Team2,Bowl,16
745,NZ,SA,Lord's,241,235,Team1,Team1,Bowl,49
746,IND,PAK,Lord's,330,279,Team2,Team1,Bat,39
747,ENG,IND,Cape Town,357,344,Team1,Team2,Bat,71
748,NZ,IND,Lord's,237,276,Team1,Team1,Bat,75
749,PAK,AUS,Sydney,213,301,Team2,Team2,Bat,2
750,AUS,AUS,Sydney,241,377,Team2,Team2,Bowl,26
751,ENG,ENG,Mumbai,210,308,Team1,Team2,Bat,38
752,ENG,PAK,Mumbai,270,399,Team1,Team1,Bowl,22
753,IND,IND,Lord's,391,372,Team2,Team1,Bat,17
754,PAK,IND,Cape Town,273,291,Team1,Team1,Bat,67
755,NZ,PAK,Karachi,272,204,Team1,Team2,Bowl,17
756,IND,PAK,Cape Town,276,351,Team2,Team2,Bowl,43
757,IND,ENG,Mumbai,357,286,Team1,Team2,Bowl,7
758,SA,AUS,Mumbai,331,343,Team1,Team1,Bat,83
759,PAK,IND,Karachi,274,269,Team1,Team2,Bat,85
760,ENG,PAK,Karachi,324,238,Team1,Team1,Bat,35
761,PAK,NZ,Lord's,387,286,Team2,Team1,Bat,14
762,AUS,IND,Karachi,331,228,Team2,Team1,Bat,74
763,SA,ENG,Sydney,347,253,Team2,Team2,Bat,97
764,NZ,SA,Sydney,221,256,Team2,Team1,Bowl,67
765,SA,ENG,Mumbai,204,259,Team2,Team1,Bowl,99
766,ENG,SA,Mumbai,265,270,Team1,Team1,Bowl,17
767,ENG,SA,Sydney,283,236,Team2,Team2,Bat,96
768,ENG,AUS,Karachi,225,335,Team2,Team1,Bowl,52
769,AUS,SA,Lord's,259,244,Team2,Team2,Bat,78
770,SA,SA,Karachi,377,379,Team2,Team1,Bowl,92
771,PAK,NZ,Sydney,299,247,Team2,Team2,Bowl,40
772,AUS,ENG,Cape Town,361,273,Team2,Team2,Bat,63
773,AUS,IND,Karachi,281,257,Team1,Team2,Bowl,15
774,IND,NZ,Mumbai,225,393,Team2,Team1,Bat,54
775,IND,SA,Mumbai,235,222,Team1,Team1,Bowl,26
776,ENG,IND,Mumbai,226,343,Team1,Team2,Bowl,90
777,IND,PAK,Karachi,323,250,Team1,Team1,Bowl,52
778,AUS,IND,Lord's,304,262,Team1,Team1,Bowl,64
779,PAK,IND,Sydney,332,313,Team2,Team1,Bat,93
780,ENG,PAK,Lord's,300,309,Team1,Team2,Bat,95
781,SA,NZ,Mumbai,215,362,Team2,Team2,Bat,86
782,SA,ENG,Karachi,221,352,Team1,Team2,Bat,66
783,ENG,NZ,Cape Town,383,232,Team1,Team1,Bowl,84
784,PAK,SA,Lord's,222,394,Team1,Team1,Bowl,53
785,ENG,PAK,Mumbai,397,236,Team1,Team1,Bat,9
786,AUS,AUS,Karachi,304,343,Team2,Team2,Bowl,73
787,NZ,PAK,Mumbai,307,243,Team2,Team1,Bowl,23
788,PAK,IND,Lord's,230,269,Team1,Team2,Bowl,10
789,NZ,PAK,Lord's,278,367,Team1,Team1,Bowl,97
790,PAK,SA,Cape Town,305,200,Team1,Team1,Bat,73
791,IND,NZ,Cape Town,347,262,Team2,Team1,Bat,88
792,ENG,NZ,Mumbai,318,231,Team2,Team1,Bat,17
793,NZ,NZ,Sydney,200,327,Team2,Team2,Bowl,68
794,AUS,IND,Mumbai,368,266,Team1,Team1,Bat,44
795,NZ,ENG,Lord's,296,269,Team2,Team2,Bowl,43
796,IND,ENG,Mumbai,228,390,Team2,Team2,Bowl,89
797,NZ,NZ,Karachi,370,248,Team1,Team2,Bowl,20
798,ENG,IND,Sydney,304,205,Team1,Team1,Bat,66
799,PAK,ENG,Sydney,247,345,Team1,Team1,Bat,68
800,NZ,NZ,Lord's,310,317,Team2,Team2,Bowl,70
801,IND,ENG,Karachi,238,258,Team1,Team2,Bat,2
802,AUS,NZ,Sydney,232,276,Team1,Team1,Bowl,93
803,PAK,ENG,Karachi,301,359,Team1,Team1,Bat,68
804,IND,ENG,Sydney,320,304,Team2,Team1,Bat,16
805,SA,IND,Lord's,332,333,Team1,Team1,Bat,37
806,NZ,AUS,Karachi,397,230,Team2,Team2,Bowl,77
807,SA,NZ,Sydney,263,207,Team2,Team2,Bowl,83
808,AUS,ENG,Lord's,286,334,Team2,Team2,Bowl,18
809,AUS,SA,Cape Town,382,338,Team1,Team1,Bat,53
810,ENG,SA,Karachi,349,376,Team2,Team1,Bowl,35
811,AUS,NZ,Lord's,302,334,Team2,Team2,Bat,72
812,SA,NZ,Sydney,317,319,Team1,Team1,Bat,54
813,AUS,SA,Cape Town,324,236,Team1,Team2,Bowl,63
814,SA,AUS,Mumbai,282,353,Team1,Team2,Bat,0
815,SA,ENG,Mumbai,359,354,Team2,Team1,Bat,80
816,AUS,PAK,Sydney,250,381,Team1,Team2,Bowl,40
817,ENG,IND,Sydney,231,323,Team1,Team2,Bowl,74
818,IND,AUS,Mumbai,218,339,Team2,Team2,Bat,97
819,SA,SA,Lord's,237,363,Team1,Team1,Bowl,36
820,NZ,IND,Karachi,364,340,Team1,Team2,Bowl,64
821,IND,IND,Cape Town,345,396,Team2,Team2,Bat,56
822,IND,AUS,Karachi,234,380,Team2,Team1,Bowl,29
823,SA,SA,Karachi,261,241,Team1,Team2,Bat,49
824,ENG,IND,Lord's,261,339,Team1,Team1,Bowl,69
825,NZ,NZ,Mumbai,349,318,Team1,Team1,Bowl,52
826,SA,ENG,Lord's,215,283,Team2,Team1,Bowl,0
827,SA,AUS,Karachi,377,254,Team2,Team2,Bat,21
828,NZ,PAK,Cape Town,204,339,Team1,Team2,Bowl,17
829,IND,NZ,Lord's,275,365,Team1,Team1,Bat,90
830,AUS,NZ,Karachi,293,219,Team1,Team1,Bowl,54
831,NZ,IND,Karachi,353,358,Team2,Team2,Bat,97
832,PAK,PAK,Sydney,329,256,Team1,Team1,Bat,88
833,IND,NZ,Mumbai,363,218,Team2,Team2,Bowl,79
834,NZ,NZ,Cape Town,202,321,Team2,Team1,Bowl,11
835,ENG,SA,Mumbai,277,276,Team1,Team1,Bowl,38
