Player_ID,Player_Name,Team,Match_ID,Runs_Scored,Balls_Faced,Fours,Sixes,Wickets_Taken,Overs_Bowled,Maiden_Overs,Runs_Conceded,Catches,Runouts,Opposition,Venue,Match_Type,Date
1858,Nicole Freeman,AUS,899,143,115,10,0,2,7,1,72,4,2,IND,Cape Town,T20,2023-09-12
1859,Caleb Kim,NZ,795,100,107,9,8,3,3,1,59,2,0,IND,Karachi,Test,2024-07-26
1860,Catherine Olson,ENG,870,129,115,0,8,1,6,0,55,3,0,SA,Cape Town,ODI,2024-03-14
1861,Bradley Davis,SA,324,98,33,18,1,0,6,0,91,2,0,NZ,Cape Town,T20,2023-11-25
1862,Peter Hall,AUS,362,106,9,18,8,2,5,0,18,4,2,NZ,Cape Town,T20,2024-05-29
1863,Rachel Clarke,PAK,232,52,42,5,3,0,5,2,70,4,1,AUS,Lord's,Test,2024-08-22
1864,Sylvia Williams,IND,922,36,28,4,2,0,0,1,12,2,1,AUS,Karachi,Test,2023-10-09
1865,Sara Gallegos,ENG,653,146,96,17,7,1,1,1,90,1,1,ENG,Sydney,ODI,2024-04-21
1866,Joseph Lee,SA,74,70,1,11,5,4,7,1,95,3,0,NZ,Cape Town,ODI,2023-10-30
1867,William Middleton,NZ,173,110,118,10,0,2,5,0,95,0,2,ENG,Cape Town,ODI,2024-08-02
1868,Chelsea Andrews,PAK,179,133,76,14,8,4,7,2,60,2,0,NZ,Cape Town,Test,2024-05-27
1869,Steven Davis,PAK,324,94,88,0,9,4,1,0,78,0,0,NZ,Sydney,Test,2024-06-22
1870,Anthony Burns,SA,602,65,34,19,4,0,7,0,30,0,0,SA,Lord's,Test,2024-08-15
1871,Danielle Johnson,ENG,492,137,39,3,0,0,5,2,35,2,1,PAK,Sydney,T20,2024-07-02
1872,Diane Francis,ENG,793,84,89,2,2,1,1,1,64,2,2,NZ,Cape Town,T20,2023-11-26
1873,Sarah Rodriguez,IND,743,71,16,10,6,3,0,1,40,0,2,PAK,Cape Town,ODI,2023-09-20
1874,Joshua Mitchell,IND,571,40,68,5,6,2,4,1,24,0,0,NZ,Lord's,Test,2023-11-09
1875,Micheal Smith,NZ,221,104,22,4,8,0,4,0,63,4,2,PAK,Mumbai,ODI,2024-08-27
1876,Benjamin Powell,PAK,383,145,16,0,7,0,4,1,11,1,1,NZ,Sydney,Test,2023-12-24
1877,Bradley Gutierrez,ENG,684,27,5,1,2,3,6,2,81,4,1,NZ,Lord's,T20,2023-12-07
1878,Heidi Davis,IND,88,2,79,15,9,1,7,2,40,3,1,SA,Cape Town,Test,2023-11-04
1879,Kristopher Anderson IV,SA,621,141,34,2,3,4,0,0,38,4,2,AUS,Lord's,T20,2024-07-09
1880,Alexander Murphy,ENG,523,56,34,19,0,1,3,0,92,3,1,AUS,Lord's,ODI,2024-06-14
1881,William Dunn,ENG,985,32,6,18,3,4,7,1,82,0,1,NZ,Sydney,Test,2024-02-23
1882,Sharon Phillips,AUS,519,127,66,15,1,4,8,2,49,2,1,SA,Mumbai,ODI,2024-04-30
1883,Zoe Chang,PAK,185,2,105,8,8,0,2,0,39,0,1,SA,Cape Town,Test,2024-06-02
1884,Linda Webb,IND,442,33,85,17,7,0,1,2,27,1,1,AUS,Karachi,Test,2023-10-03
1885,Daniel Davis,NZ,707,90,45,0,6,2,5,1,2,2,0,PAK,Lord's,ODI,2024-07-27
1886,Patricia Henry,IND,290,66,29,7,5,2,5,1,36,2,2,SA,Lord's,Test,2024-01-27
1887,Kenneth Bradley,NZ,78,1,0,16,0,2,7,0,21,3,2,IND,Sydney,T20,2024-04-20
1888,Tyler West,IND,954,66,108,8,5,4,4,2,47,0,1,IND,Mumbai,ODI,2024-05-26
1889,Danielle Sweeney,AUS,787,103,0,14,6,3,9,0,67,0,0,ENG,Lord's,T20,2024-08-23
1890,James Cooper,NZ,581,131,28,9,2,4,4,0,11,2,2,SA,Cape Town,T20,2024-04-13
1891,Paul Gay,IND,766,107,106,14,4,1,4,1,34,3,0,AUS,Sydney,T20,2023-11-12
1892,Sandra Richard,SA,55,82,20,14,0,3,6,0,0,1,2,PAK,Cape Town,Test,2024-03-17
1893,Jeffrey Delacruz,ENG,270,4,22,15,2,4,5,0,59,1,2,IND,Karachi,ODI,2023-11-20
1894,James Mason,IND,21,22,65,18,8,3,3,2,46,3,2,AUS,Cape Town,Test,2024-08-06
1895,Yesenia Garcia,AUS,754,59,116,2,2,1,8,1,11,2,2,SA,Cape Town,ODI,2024-07-16
1896,Kimberly Morris,ENG,11,74,54,10,0,2,8,2,49,4,1,IND,Karachi,Test,2023-12-10
1897,Christina Taylor,ENG,794,40,100,3,3,1,2,2,66,0,2,AUS,Karachi,ODI,2024-03-08
1898,Kevin Lee,NZ,130,137,5,12,3,2,0,0,98,3,0,PAK,Cape Town,T20,2023-11-21
1899,Ryan Kelley,ENG,91,59,56,2,3,4,5,2,98,2,1,NZ,Karachi,Test,2023-11-20
1900,Emily Wood,PAK,553,132,1,16,5,2,4,0,72,3,1,NZ,Lord's,T20,2024-05-27
1901,Travis Murphy,IND,935,39,24,12,0,3,2,2,46,0,0,NZ,Sydney,ODI,2024-04-10
1902,Russell Ryan,NZ,9,59,23,8,3,1,9,1,36,0,2,IND,Cape Town,Test,2024-05-29
1903,Jamie Benson,ENG,111,59,20,6,1,4,5,1,31,0,2,PAK,Cape Town,ODI,2024-06-30
1904,Phillip Shah,PAK,429,60,116,8,4,2,0,2,50,4,1,AUS,Sydney,T20,2023-08-28
1905,Rhonda Gonzalez,ENG,230,65,24,2,4,2,8,0,67,3,0,AUS,Lord's,Test,2024-05-14
1906,Alexis Mills,ENG,967,71,114,10,3,0,9,2,85,3,1,NZ,Cape Town,ODI,2023-12-17
1907,Victoria Knight,NZ,102,13,95,5,7,2,2,1,70,2,1,AUS,Cape Town,ODI,2024-02-05
1908,Laura Freeman,SA,331,111,110,18,8,3,3,0,26,1,2,IND,Karachi,ODI,2024-06-28
1909,Brittany Mayer,ENG,908,33,62,15,3,4,4,2,81,2,2,NZ,Cape Town,ODI,2023-12-03
1910,Janet Perkins,NZ,732,8,46,1,3,1,1,0,5,4,0,ENG,Mumbai,T20,2024-06-15
1911,Tara Odonnell,NZ,209,126,65,14,7,3,1,2,0,3,1,IND,Mumbai,T20,2024-08-03
1912,Stanley Moore,PAK,661,147,64,19,8,1,6,1,4,3,2,AUS,Cape Town,Test,2023-10-10
1913,Kathy Jones,SA,450,32,83,2,9,0,8,0,89,0,1,ENG,Mumbai,T20,2024-08-17
1914,Michael Graham,PAK,243,74,42,11,4,3,8,2,11,2,2,NZ,Karachi,Test,2024-03-02
1915,Michael Moyer,ENG,707,27,111,13,9,2,9,1,46,3,0,IND,Lord's,T20,2024-02-13
1916,Danielle Mayo,IND,570,61,67,7,1,2,1,2,3,0,1,NZ,Lord's,T20,2023-08-29
1917,Colleen Davis,SA,794,66,71,15,0,0,9,0,9,2,2,ENG,Mumbai,ODI,2023-10-04
1918,Debbie Moore,IND,829,4,57,1,4,2,3,1,25,4,0,ENG,Sydney,T20,2024-05-17
1919,Maria Patel,ENG,667,78,4,2,1,3,6,2,78,3,0,IND,Mumbai,Test,2024-02-23
1920,Andrea Moore,AUS,391,34,70,9,5,2,6,1,39,3,0,AUS,Cape Town,T20,2024-06-14
1921,Ashley Dalton,AUS,423,7,54,7,7,4,2,2,92,1,1,NZ,Lord's,T20,2024-04-09
1922,Joseph Anderson,PAK,787,22,28,12,8,2,9,0,22,0,0,SA,Sydney,ODI,2023-11-12
1923,Lisa Weiss,SA,520,47,94,13,0,2,9,2,13,3,1,SA,Sydney,T20,2024-04-04
1924,Howard Jackson,IND,380,139,67,14,9,3,5,1,74,2,0,SA,Karachi,ODI,2024-06-18
1925,Arthur Martin,PAK,36,49,15,2,8,4,9,2,6,0,0,SA,Sydney,T20,2024-07-12
1926,Charles Mccullough,IND,681,103,40,16,1,4,6,0,5,4,0,NZ,Lord's,Test,2024-06-08
1927,Raymond Carter,AUS,776,68,13,12,6,1,6,0,60,0,2,SA,Lord's,ODI,2023-11-07
1928,Alexandra Harris,ENG,447,125,114,7,0,4,1,2,24,0,1,ENG,Cape Town,T20,2024-04-24
1929,Brian Lopez,NZ,44,33,51,2,8,4,3,0,86,2,0,AUS,Mumbai,T20,2023-10-11
1930,Dr. Amanda Kelley,AUS,480,15,115,0,6,0,5,1,99,3,2,AUS,Mumbai,T20,2023-10-12
1931,Valerie Johnson,PAK,866,14,40,3,1,4,8,0,29,0,2,NZ,Mumbai,ODI,2023-09-30
1932,Samuel Vance,PAK,471,130,9,7,0,4,8,2,25,1,0,ENG,Cape Town,ODI,2024-08-03
1933,Heidi Terrell,PAK,910,53,17,3,6,1,3,0,33,4,2,ENG,Mumbai,T20,2024-02-19
1934,Karina Deleon,NZ,912,83,82,5,3,4,3,2,67,2,0,AUS,Sydney,Test,2024-05-11
1935,Kyle Mendez,NZ,619,103,26,5,2,0,6,0,66,2,1,ENG,Mumbai,T20,2024-03-17
1936,Mr. Dennis Warren,PAK,689,145,11,3,5,1,3,2,23,4,1,SA,Cape Town,T20,2024-05-26
1937,Jacqueline Martinez,NZ,384,14,79,16,9,2,8,1,30,2,1,IND,Sydney,ODI,2023-11-21
1938,Michael Moon,AUS,943,75,29,11,6,2,9,0,54,3,1,ENG,Cape Town,ODI,2023-09-27
1939,Olivia Hayes,AUS,293,62,115,11,4,2,6,1,78,4,0,IND,Cape Town,Test,2024-02-11
1940,Laura Guzman,IND,888,10,113,1,4,1,3,2,96,0,2,ENG,Sydney,ODI,2023-10-25
1941,Charles Kane,NZ,623,31,119,18,1,4,6,1,73,2,2,IND,Lord's,T20,2023-10-10
1942,Glenn Kent,ENG,328,10,75,9,9,4,4,1,82,1,1,NZ,Mumbai,T20,2024-01-10
1943,Melinda Harrington,SA,831,54,57,5,0,2,6,0,56,4,0,NZ,Karachi,ODI,2023-10-11
1944,Lindsay Manning,SA,7,42,97,8,1,3,1,0,31,1,2,AUS,Cape Town,T20,2024-06-15
1945,Jennifer Chavez,AUS,231,14,24,9,0,3,8,1,98,4,2,NZ,Lord's,Test,2024-03-05
1946,Ralph Copeland,SA,960,0,32,3,1,3,8,2,88,2,1,PAK,Lord's,Test,2024-04-21
1947,Shannon Nash,NZ,191,18,2,11,7,1,0,2,57,0,2,AUS,Mumbai,Test,2024-05-10
1948,Mary Robinson,IND,160,149,19,16,0,2,2,1,95,4,1,PAK,Sydney,ODI,2024-07-30
1949,Ruben Patterson,NZ,782,86,41,17,2,2,1,0,83,1,2,SA,Karachi,T20,2023-10-09
1950,Raymond Adams,SA,385,111,36,18,6,2,4,2,91,3,0,ENG,Karachi,T20,2023-12-22
1951,Courtney Walker,ENG,244,101,40,3,3,2,3,0,87,1,1,PAK,Sydney,Test,2024-03-03
1952,Eric Smith,SA,586,74,1,0,7,0,4,1,31,4,0,ENG,Sydney,ODI,2023-09-22
1953,John Owens,SA,337,109,71,8,6,2,3,2,7,1,1,PAK,Lord's,ODI,2024-02-22
1954,Lori Fletcher,ENG,555,129,41,16,4,1,9,1,99,4,2,ENG,Cape Town,T20,2023-10-31
1955,Craig Hernandez,AUS,652,95,8,4,4,0,6,1,92,2,2,NZ,Mumbai,Test,2024-07-11
1956,Neil Little,NZ,372,15,117,11,9,2,6,1,6,2,2,AUS,Mumbai,T20,2024-08-06
1957,Terry Wheeler,SA,774,58,113,0,7,0,2,2,49,2,2,SA,Sydney,T20,2023-09-06
1958,Brandy Adams,PAK,753,110,49,1,4,1,6,1,61,0,2,NZ,Mumbai,Test,2023-10-25
1959,Nicole Merritt,PAK,429,5,46,10,2,3,9,1,67,2,1,NZ,Lord's,Test,2023-12-27
1960,Kenneth Mays,NZ,838,104,102,6,7,0,5,0,52,0,2,NZ,Sydney,Test,2024-05-23
1961,Elizabeth Harris,ENG,370,76,119,0,9,0,4,1,95,4,2,PAK,Sydney,T20,2023-09-17
1962,David Green,NZ,339,55,25,1,0,0,0,0,99,2,1,ENG,Sydney,ODI,2024-05-20
1963,Jacob Horton,SA,682,104,62,12,2,2,1,1,48,4,0,ENG,Karachi,ODI,2023-12-24
1964,Mrs. Brittany Frey,NZ,128,64,115,11,7,4,9,1,82,1,1,PAK,Karachi,Test,2023-10-08
1965,James Martin,NZ,517,99,5,4,2,2,6,2,58,2,0,ENG,Karachi,ODI,2024-08-14
1966,Denise Wood,NZ,284,136,48,18,5,0,1,1,14,2,0,IND,Lord's,Test,2024-06-17
1967,William Malone PhD,ENG,272,84,53,17,6,1,7,0,66,2,2,IND,Sydney,ODI,2023-10-22
1968,Sara Mcintyre,SA,853,134,15,3,4,0,3,2,74,4,0,ENG,Mumbai,Test,2024-02-02
1969,Jade Williams,IND,621,15,57,1,1,3,1,1,75,0,1,IND,Sydney,ODI,2024-07-01
1970,Donna Ellis,ENG,124,36,52,14,1,1,4,1,17,0,2,AUS,Mumbai,ODI,2024-05-09
1971,David Martin,ENG,982,52,58,8,0,1,8,1,97,4,2,NZ,Sydney,T20,2023-12-03
1972,Yolanda Mayo,IND,482,0,101,14,6,2,7,2,64,2,2,IND,Sydney,T20,2024-06-26
1973,Timothy Moyer,ENG,383,47,21,15,0,1,1,2,58,4,0,PAK,Sydney,Test,2023-10-03
1974,Melanie Cox,IND,638,94,1,3,4,2,2,1,36,3,2,ENG,Cape Town,ODI,2024-04-30
1975,William Jarvis,PAK,325,114,54,7,9,2,1,0,59,0,0,IND,Lord's,Test,2023-09-02
1976,Donald Martin,PAK,125,15,113,2,7,3,2,2,4,1,1,NZ,Karachi,ODI,2023-09-06
1977,Angela Crawford,NZ,255,97,34,13,8,0,0,0,41,1,2,AUS,Lord's,ODI,2024-02-18
1978,Tina Martinez,ENG,534,67,17,7,4,3,7,1,54,3,0,SA,Sydney,T20,2024-05-26
1979,Nicole Nguyen,AUS,974,136,97,4,4,2,4,1,11,2,0,NZ,Mumbai,T20,2024-08-01
1980,Melissa White,AUS,964,28,52,10,0,3,6,1,75,1,1,ENG,Mumbai,ODI,2023-10-06
1981,Jenny Lawson,NZ,649,87,34,10,3,0,9,0,27,3,2,AUS,Mumbai,ODI,2024-03-18
1982,Brianna Fleming,ENG,230,88,53,10,6,3,7,1,57,0,1,ENG,Lord's,ODI,2023-09-05
1983,Michael Ayers,PAK,858,136,48,5,3,3,2,1,6,1,1,SA,Lord's,ODI,2023-10-21
1984,Dr. Kristine Fleming MD,SA,721,78,101,5,9,4,9,1,37,2,1,ENG,Mumbai,T20,2024-03-16
1985,Glen Harper,AUS,472,29,81,6,4,3,2,2,8,0,1,AUS,Sydney,Test,2023-11-01
1986,Richard Johnson,AUS,932,23,93,1,5,4,5,2,88,4,1,SA,Mumbai,T20,2023-11-10
1987,Melissa Heath,PAK,974,76,73,4,0,3,5,0,74,4,0,IND,Karachi,ODI,2024-03-02
1988,Jodi Sanchez,PAK,789,146,24,14,3,2,9,0,30,2,0,IND,Mumbai,Test,2024-03-25
1989,Teresa Hanna,IND,991,29,85,7,1,0,9,2,10,1,1,SA,Sydney,Test,2023-10-03
1990,Katherine Webster,AUS,751,121,113,16,9,2,6,0,92,2,0,PAK,Mumbai,ODI,2024-03-22
1991,Paul Miller,PAK,634,14,89,10,1,3,0,0,65,4,0,IND,Lord's,T20,2024-05-07
1992,Mia Jones,PAK,685,88,114,9,6,1,9,1,88,2,0,SA,Karachi,T20,2023-12-09
1993,Johnny Richardson,AUS,473,88,43,18,9,4,1,0,98,3,1,IND,Mumbai,Test,2024-07-05
1994,Gabriel Mccall,AUS,249,65,67,10,7,0,3,1,70,4,2,ENG,Karachi,Test,2024-04-23
1995,James Waters,SA,991,124,42,7,1,4,0,1,2,0,1,SA,Lord's,Test,2023-12-30
1996,Anne Richardson,AUS,837,111,57,7,4,2,5,0,68,3,2,SA,Sydney,T20,2024-05-20
1997,Michael Johnson,SA,468,122,95,1,6,0,8,1,14,4,0,NZ,Cape Town,ODI,2024-03-24
1998,Mr. George Adams Jr.,IND,205,122,82,13,2,1,8,0,45,1,2,IND,Karachi,T20,2024-02-05
1999,Tricia Harrison,AUS,960,85,107,15,2,3,0,1,15,4,0,PAK,Karachi,ODI,2023-11-27
2000,Sonya Reed,IND,485,103,92,9,9,2,1,1,74,4,1,AUS,Mumbai,T20,2024-08-26
2001,Ashley Huber,ENG,413,99,45,11,8,2,6,1,53,2,0,ENG,Sydney,Test,2024-01-17
2002,Stacey Mccarthy,SA,479,110,17,6,2,2,9,0,15,1,0,PAK,Lord's,ODI,2023-12-25
2003,Craig Dominguez,AUS,671,69,49,9,0,3,1,1,61,4,0,NZ,Sydney,T20,2024-02-06
2004,Deborah Phelps,NZ,436,116,54,0,3,4,3,2,13,1,1,PAK,Lord's,T20,2023-09-28
2005,Allen Phillips,AUS,604,36,20,2,5,0,7,0,98,4,0,PAK,Mumbai,T20,2023-12-03
2006,Elizabeth Mueller,PAK,397,28,20,18,6,2,5,2,25,4,1,PAK,Lord's,ODI,2024-02-11
2007,Shirley Williams,PAK,874,66,106,9,9,1,6,1,68,1,0,NZ,Cape Town,T20,2023-11-15
2008,Abigail Wright,AUS,141,132,31,15,3,3,4,2,83,2,0,SA,Karachi,Test,2024-07-17
2009,Eric Chavez,SA,728,126,111,2,4,4,3,2,12,3,2,AUS,Lord's,Test,2024-07-20
2010,Michael Henry,NZ,581,147,19,7,1,4,7,0,94,3,0,ENG,Lord's,ODI,2024-03-22
2011,Eric Young,NZ,380,120,7,9,3,1,9,1,28,3,0,SA,Sydney,Test,2024-07-18
2012,Chad Williams,SA,70,36,10,17,4,1,9,2,56,0,0,SA,Sydney,Test,2023-10-17
2013,Sara Brooks,ENG,952,21,97,2,7,3,0,1,16,0,2,SA,Cape Town,ODI,2023-11-28
2014,Justin Dunn,PAK,663,131,25,7,2,1,1,2,55,0,1,ENG,Cape Town,T20,2024-04-07
2015,Shannon Simmons,AUS,543,11,116,8,3,1,8,1,64,0,2,AUS,Cape Town,T20,2023-10-15
2016,Joseph Hall,ENG,552,129,54,12,9,1,7,0,74,3,0,ENG,Sydney,ODI,2023-11-21
2017,Michael Henderson,AUS,991,1,68,18,5,2,9,1,88,2,2,SA,Lord's,Test,2023-10-13
2018,David Romero,IND,328,110,113,11,4,3,4,2,8,1,1,IND,Cape Town,ODI,2023-12-11
2019,Dr. Karen Morales,ENG,403,108,67,4,2,4,5,0,83,2,0,SA,Mumbai,ODI,2023-12-08
2020,Julia York,ENG,755,113,44,11,9,3,1,0,82,1,2,PAK,Mumbai,ODI,2024-05-04
2021,Jenna Ponce MD,SA,236,102,96,19,5,2,5,0,95,0,0,ENG,Sydney,Test,2024-04-05
2022,Gregg Miranda,AUS,695,83,98,16,7,3,8,0,91,1,0,IND,Karachi,ODI,2023-08-30
2023,James Wood,SA,242,35,96,8,5,0,6,2,58,3,2,SA,Mumbai,T20,2024-04-29
2024,Sara Oliver,AUS,700,133,25,17,0,3,1,0,32,4,1,NZ,Lord's,T20,2024-05-29
2025,Victor Foster,IND,252,10,30,1,4,1,7,2,36,1,2,SA,Sydney,Test,2024-07-03
2026,Elizabeth Taylor,SA,980,92,10,9,1,2,0,2,11,4,0,ENG,Mumbai,Test,2024-07-04
2027,James Francis,SA,725,100,49,13,1,1,2,1,23,2,1,ENG,Sydney,Test,2024-08-04
2028,Laura Burns,IND,108,138,13,17,3,1,7,0,15,2,1,PAK,Karachi,ODI,2023-10-01
2029,Robert Davis,AUS,838,8,36,18,2,1,1,2,56,2,0,PAK,Cape Town,T20,2023-10-21
2030,Jennifer Smith,AUS,141,25,67,0,6,4,5,0,9,2,0,NZ,Lord's,ODI,2024-01-22
2031,Kristin Bailey,ENG,424,121,69,4,5,3,2,2,66,2,1,AUS,Lord's,Test,2023-11-18
2032,Travis Bell,PAK,152,13,69,4,2,0,7,1,50,3,1,PAK,Karachi,ODI,2024-05-31
2033,Darryl Garcia,ENG,39,148,92,8,7,1,2,1,32,1,1,ENG,Karachi,T20,2024-04-22
2034,Brett Osborn,AUS,939,18,117,13,8,2,3,2,86,4,0,NZ,Sydney,Test,2023-12-14
2035,Amy Ramirez,ENG,812,19,90,6,1,1,0,0,62,3,2,SA,Cape Town,Test,2024-04-25
2036,Linda Miller,NZ,550,65,0,16,4,2,3,1,9,3,1,IND,Karachi,ODI,2024-04-27
2037,Ian Rodriguez,PAK,797,38,116,1,5,0,9,0,16,2,1,PAK,Sydney,Test,2024-01-23
2038,Thomas Carroll MD,IND,954,59,119,8,0,2,8,2,16,3,0,AUS,Lord's,T20,2024-03-19
2039,Elizabeth Garcia,PAK,725,125,65,4,0,1,0,1,22,2,1,SA,Cape Town,Test,2024-01-04
2040,Joshua Lynn,NZ,887,77,55,14,5,0,5,1,53,3,2,NZ,Sydney,Test,2024-07-15
2041,Mark Olson,NZ,455,93,42,12,6,1,2,2,63,1,1,AUS,Cape Town,T20,2024-02-07
2042,Jennifer Clark,IND,444,61,71,18,9,2,2,1,22,4,2,AUS,Cape Town,ODI,2023-12-01
2043,Matthew Olson,SA,906,48,38,18,0,4,3,2,24,0,1,IND,Cape Town,Test,2024-04-03
2044,Alyssa Smith,PAK,270,134,44,15,9,4,6,2,7,0,2,PAK,Sydney,ODI,2023-11-20
2045,Jose Hubbard,IND,581,77,66,3,1,1,4,0,8,3,1,PAK,Karachi,ODI,2023-11-02
2046,David Mathis,ENG,442,87,103,4,4,0,1,0,97,1,1,SA,Mumbai,T20,2024-01-27
2047,Shane White,SA,376,40,22,15,8,2,9,2,28,4,1,SA,Mumbai,ODI,2023-12-02
2048,William Chavez MD,IND,831,135,110,18,4,4,2,1,37,1,0,NZ,Karachi,Test,2024-07-01
2049,Kristi Cox,NZ,809,22,57,16,1,2,2,0,76,1,0,IND,Karachi,Test,2023-09-14
2050,Justin Carr,PAK,952,23,115,13,2,4,0,2,43,3,2,ENG,Karachi,Test,2023-11-14
2051,Victoria Moore,ENG,554,77,12,6,6,1,2,2,86,2,1,SA,Cape Town,Test,2023-09-25
2052,Kimberly Bennett,AUS,317,135,107,3,9,3,3,0,90,1,1,SA,Sydney,ODI,2024-04-02
2053,Makayla Mcbride,SA,985,132,86,3,1,3,6,0,38,1,2,IND,Sydney,T20,2023-10-23
2054,Daniel Tate,AUS,343,139,67,13,7,1,9,1,69,4,2,SA,Mumbai,ODI,2023-11-23
2055,Kevin Martinez,IND,707,18,100,18,2,0,8,2,49,1,0,PAK,Cape Town,T20,2023-10-17
2056,Samuel Brewer,SA,24,5,68,13,3,0,2,0,29,2,0,PAK,Mumbai,ODI,2023-11-25
2057,Charlotte Bailey,ENG,167,115,38,18,8,4,7,2,9,4,2,NZ,Sydney,Test,2024-07-25
2058,Holly Hooper,AUS,18,103,89,10,7,4,2,2,20,3,0,AUS,Sydney,ODI,2023-10-20
2059,Christine Patterson,ENG,477,30,1,0,9,2,6,0,78,0,0,SA,Lord's,ODI,2024-04-27
2060,Stephanie Griffin,PAK,984,93,66,5,7,1,1,2,34,3,2,AUS,Karachi,T20,2023-11-06
2061,Ronnie Jackson,IND,893,85,87,19,5,3,6,2,35,3,2,AUS,Mumbai,ODI,2024-08-18
2062,Christina Kim,PAK,965,88,5,0,7,3,5,1,14,4,1,PAK,Lord's,Test,2024-08-26
2063,Catherine Sweeney,AUS,961,112,44,10,6,2,9,2,49,4,2,NZ,Lord's,ODI,2024-05-19
2064,Jonathan Taylor Jr.,SA,167,51,84,3,6,0,4,2,88,0,0,PAK,Cape Town,ODI,2024-05-06
2065,Chad Stokes,ENG,848,68,81,14,8,2,4,1,27,1,1,PAK,Mumbai,T20,2024-01-05
2066,Andrew Brown,IND,362,74,48,14,7,0,0,1,13,1,0,SA,Karachi,ODI,2024-04-17
2067,Rebecca Morton,IND,277,87,114,17,2,1,0,1,40,0,1,PAK,Lord's,T20,2023-12-14
2068,Michelle Ortega,IND,583,97,65,6,0,4,0,0,9,2,0,ENG,Mumbai,ODI,2024-08-14
2069,Valerie Campbell MD,PAK,836,103,15,17,4,3,7,2,82,1,1,SA,Sydney,Test,2024-04-17
2070,Brett White,ENG,932,115,37,1,9,1,8,2,57,2,2,PAK,Cape Town,T20,2024-02-15
2071,Melinda Freeman,AUS,217,138,63,12,6,2,1,0,41,0,0,SA,Cape Town,Test,2023-12-04
2072,Stacy Mclean,PAK,130,8,75,14,8,2,9,0,49,3,2,ENG,Sydney,T20,2024-03-18
2073,Alicia Ruiz,PAK,388,2,112,13,3,3,6,1,81,1,0,AUS,Sydney,Test,2024-07-31
2074,Ryan Webster,SA,491,70,101,1,0,2,2,1,80,4,2,IND,Mumbai,ODI,2024-07-21
2075,Valerie Wilson,ENG,216,72,33,3,7,3,5,1,91,0,0,PAK,Cape Town,ODI,2024-04-19
2076,Ryan Brown,IND,87,80,36,16,2,2,8,2,68,0,0,PAK,Sydney,Test,2024-06-25
2077,Rachel Camacho,IND,153,49,17,13,7,3,8,2,68,2,0,NZ,Lord's,T20,2023-11-09
2078,Bryan Lee,ENG,200,100,64,17,7,2,5,2,42,2,1,ENG,Mumbai,Test,2023-10-06
2079,Crystal Johnson,ENG,306,12,56,8,5,3,4,0,74,3,1,AUS,Cape Town,ODI,2023-09-01
2080,Shannon Wilkins,IND,713,134,81,13,3,2,3,1,67,2,1,AUS,Sydney,Test,2023-12-23
2081,Rebecca Good,IND,743,59,45,5,8,2,0,1,18,3,0,PAK,Karachi,ODI,2023-12-11
2082,Christian Rodriguez,AUS,738,60,7,13,3,0,7,1,92,0,2,SA,Mumbai,ODI,2023-11-20
2083,Samantha Phillips,PAK,844,56,105,16,3,3,3,0,76,2,0,AUS,Sydney,T20,2023-12-06
2084,Emily Daniels,NZ,428,105,8,17,8,2,8,0,56,4,2,NZ,Karachi,T20,2024-04-08
2085,Laura Turner,SA,345,50,63,15,5,4,9,2,77,1,1,ENG,Mumbai,T20,2024-03-30
2086,Margaret Sanchez,IND,453,109,117,7,9,0,9,1,22,4,2,SA,Lord's,Test,2024-01-10
2087,Corey Smith,NZ,253,11,39,3,0,2,6,2,25,1,1,NZ,Lord's,Test,2023-09-29
2088,Phillip Morrison,PAK,579,149,94,15,5,4,3,2,58,0,2,AUS,Cape Town,T20,2023-10-10
2089,Karen Donovan,SA,694,134,4,6,1,2,4,2,63,3,2,PAK,Mumbai,T20,2024-03-24
2090,Crystal Fleming,ENG,451,14,107,14,9,1,7,1,31,4,0,SA,Lord's,ODI,2023-10-30
2091,Amanda Villanueva,ENG,829,114,51,3,7,4,9,2,41,0,2,AUS,Mumbai,ODI,2023-11-06
2092,Susan Mitchell,NZ,293,97,10,8,7,0,2,0,99,2,0,ENG,Karachi,Test,2023-10-27
2093,Lori Wolf,PAK,168,57,67,15,0,3,9,0,54,3,0,IND,Lord's,ODI,2023-11-17
2094,Charlene Smith,PAK,634,12,108,2,7,0,1,2,9,1,1,SA,Karachi,Test,2024-05-12
2095,David Obrien,PAK,761,21,117,3,6,4,6,2,59,0,1,NZ,Karachi,ODI,2024-01-19
2096,Megan Nichols,IND,230,0,70,10,0,2,5,2,39,3,0,PAK,Cape Town,ODI,2024-04-08
2097,Samantha Pierce,PAK,156,82,66,14,7,2,4,2,76,2,1,AUS,Cape Town,Test,2024-05-02
2098,Larry Vaughn,PAK,655,37,80,0,2,2,3,0,34,0,1,ENG,Lord's,T20,2023-11-16
2099,Karen Watkins,SA,248,91,20,17,3,0,5,1,89,4,1,PAK,Lord's,Test,2024-04-18
2100,Amy Flores,IND,499,81,36,16,0,3,9,1,86,0,1,SA,Sydney,Test,2024-05-01
2101,Annette Blackwell,NZ,700,19,95,16,6,2,6,0,81,4,1,NZ,Mumbai,T20,2023-11-22
2102,Amy Tucker,ENG,895,129,90,2,0,3,3,2,25,1,0,NZ,Cape Town,ODI,2024-01-07
